nome,cpf,idade,data,endereco,estado,pais,salario,nivel_educacao,numero_filhos,estado_civil,anos_experiencia,area_atuacao
Samuel Santos,809.417.356-48,18,2005-08-12,"Quadra Cunha, 85
Vila São Gabriel
33311-886 Fogaça do Sul / SC",Mato Grosso,Brasil,5388.44,Ensino Médio,1,Casado,0,Indústria
Isaac Novaes,340.682.971-69,35,1988-06-07,"Viela de Barros
São Jorge 3ª Seção
35108-301 Oliveira do Campo / AC",Santa Catarina,Brasil,5067.14,Ensino Fundamental,1,Casado,12,Indústria
Ana Júlia da Luz,649.158.723-19,85,1939-04-08,"Rodovia Rocha
Jaraguá
44052-939 Correia / AC",Amazonas,Brasil,6522.37,Ensino Superior,0,Casado,18,Saúde
Olivia Barbosa,526.937.481-19,43,1980-06-29,"Parque Viana, 81
Nossa Senhora Da Aparecida
65558775 Fernandes de Lopes / PB",Acre,Brasil,4106.04,Ensino Médio,0,Solteiro,11,Indústria
Danilo da Costa,430.528.679-38,40,1983-09-18,"Quadra de da Rocha
São Bento
29015-708 Santos da Prata / RO",Ceará,Brasil,4105.32,Ensino Fundamental,0,Casado,7,Indústria
Lucas Monteiro,130.264.857-80,47,1976-11-28,"Recanto de Caldeira, 1
Cachoeirinha
28695780 Mendes / PA",Piauí,Brasil,5801.57,Ensino Médio,0,Solteiro,12,Educação
Sr. Emanuel Fogaça,568.742.093-29,63,1960-11-13,"Esplanada Aragão, 42
Santa Lúcia
74821-258 Rocha / PR",Goiás,Brasil,12236.58,Ensino Médio,1,Divorciado,34,Educação
João Alves,745.198.360-93,31,1993-03-10,"Praia Lorenzo Gonçalves, 58
São Salvador
44258568 da Mota / DF",Goiás,Brasil,4506.22,Ensino Médio,1,Casado,11,Educação
Emanuel da Cunha,876.321.094-04,57,1967-02-09,"Morro Viana, 6
Vila Nova Gameleira 3ª Seção
75716-660 Carvalho / RJ",Ceará,Brasil,12597.38,Ensino Médio,0,Casado,29,Tecnologia
Renan da Rocha,628.097.154-67,36,1987-06-06,"Praça de Costela, 67
Lagoa
27863391 Pinto da Serra / AC",Maranhão,Brasil,12979.72,Pós-graduação,1,Solteiro,6,Comércio
Catarina da Cruz,453.912.760-80,53,1970-08-22,"Rodovia Valentina Santos, 3
Anchieta
98032-034 Rocha / AC",Piauí,Brasil,5960.39,Ensino Médio,0,Casado,2,Indústria
Dr. Murilo Aragão,528.604.173-62,57,1966-09-05,"Vale Farias, 7
Santa Tereza
81358-785 Teixeira Grande / PE",Alagoas,Brasil,11203.83,Ensino Médio,0,Solteiro,38,Comércio
Luigi Cavalcanti,649.173.520-61,41,1982-07-23,"Alameda de Pires
Coração Eucarístico
67691-493 Santos do Campo / AL",Bahia,Brasil,3440.18,Ensino Médio,1,Solteiro,14,Indústria
Dra. Isabelly Moura,462.850.937-92,27,1996-04-23,"Praça Marcela Souza, 67
João Paulo Ii
05501635 Martins de Cardoso / ES",Sergipe,Brasil,6854.84,Ensino Superior,0,Casado,9,Saúde
João Miguel Aragão,652.437.180-17,53,1970-06-08,"Avenida Daniel Pires, 11
Castelo
93724448 Teixeira da Praia / DF",Piauí,Brasil,4615.01,Ensino Médio,2,Solteiro,4,Comércio
Matheus Freitas,921.874.035-05,36,1987-06-01,"Quadra Thiago Azevedo, 6
Vila Engenho Nogueira
35224-153 Moura do Campo / RJ",Espírito Santo,Brasil,5023.47,Ensino Superior,1,Casado,9,Saúde
Ana Sophia Silveira,673.592.081-30,18,2005-10-13,"Vila Paulo Cardoso, 7
Santa Terezinha
24408390 Porto / PE",Maranhão,Brasil,3173.81,Ensino Médio,0,Solteiro,0,Indústria
Maria Vitória Novaes,647.083.259-83,50,1974-01-16,"Vila Lima
Conjunto Minas Caixa
25697-149 Rocha de Mendes / PA",Santa Catarina,Brasil,3880.21,Ensino Fundamental,1,Casado,15,Indústria
Rodrigo Jesus,386.042.915-98,22,2001-11-04,"Distrito Mariana Ribeiro, 5
Vila Calafate
92946-518 Viana de Minas / DF",Amapá,Brasil,5912.7,Ensino Superior,1,Casado,0,Educação
João Vitor Pereira,167.980.342-50,22,2002-01-05,"Loteamento de Azevedo, 39
Vila Engenho Nogueira
87383519 Viana / AM",Pernambuco,Brasil,3562.13,Ensino Fundamental,0,Solteiro,3,Comércio
Pedro Lucas Farias,795.012.438-50,56,1967-12-13,"Residencial Cunha, 570
Palmeiras
17280-422 Cavalcanti / GO",Santa Catarina,Brasil,7893.15,Ensino Médio,4,Solteiro,20,Saúde
Sr. Davi Luiz Peixoto,461.829.357-82,47,1977-02-11,"Campo Novaes, 117
Biquinhas
86799-085 Dias de Cardoso / BA",Tocantins,Brasil,6313.87,Ensino Médio,2,Divorciado,0,Indústria
Lucas Carvalho,358.907.216-40,25,1998-11-12,"Vale de Gonçalves, 620
Marajó
66855-130 Melo / GO",Goiás,Brasil,4847.99,Ensino Médio,0,Casado,2,Saúde
Emilly Pinto,197.032.648-40,28,1995-09-12,"Viaduto de Campos, 20
Cenaculo
74032439 Pires / AM",Rio Grande do Norte,Brasil,4647.22,Ensino Médio,3,Solteiro,6,Educação
Yago das Neves,150.297.386-30,36,1987-06-06,"Conjunto Ramos, 9
Vila Oeste
55037-735 Fogaça / SC",Piauí,Brasil,7546.14,Pós-graduação,0,Casado,13,Indústria
Ana Laura Souza,415.896.203-05,18,2006-03-07,"Travessa Emanuella da Luz, 40
Fernão Dias
52770757 Martins / AP",Minas Gerais,Brasil,6072.38,Ensino Superior,3,Divorciado,0,Saúde
Ryan da Rocha,283.541.076-71,25,1998-04-13,"Feira de Cardoso
Caetano Furquim
70303768 da Costa de Goiás / PI",Goiás,Brasil,3353.07,Ensino Médio,1,Solteiro,2,Comércio
Caroline Freitas,038.542.671-26,64,1960-03-03,"Chácara Monteiro
Serrano
67438965 Duarte / DF",Roraima,Brasil,8919.45,Ensino Médio,1,Casado,19,Tecnologia
Noah Almeida,286.075.913-12,21,2002-06-22,"Viela Maria Clara Cardoso, 74
Buritis
55190-687 Cardoso / PI",Rio Grande do Sul,Brasil,3180.05,Ensino Médio,0,Casado,2,Comércio
Cauã da Costa,173.458.290-14,55,1969-02-27,"Recanto de da Cunha, 9
Mala E Cuia
86808511 da Luz das Pedras / PA",Piauí,Brasil,19376.45,Pós-graduação,0,Casado,23,Tecnologia
Gustavo Henrique Sales,459.137.826-82,26,1997-12-30,"Fazenda de Nogueira
Boa Vista
88200-329 Rodrigues / PB",Acre,Brasil,4092.38,Ensino Médio,0,Casado,0,Educação
Emanuel Fogaça,276.394.850-29,53,1970-06-15,"Parque de Campos
Vila Havaí
50751384 da Mota / MA",Bahia,Brasil,4929.13,Ensino Fundamental,0,Solteiro,24,Saúde
Sra. Lavínia Rodrigues,173.086.924-69,18,2005-07-20,"Viela Santos
Bonfim
20194404 Fernandes das Pedras / AM",Sergipe,Brasil,3289.94,Ensino Fundamental,0,Casado,0,Educação
Davi Luiz Lima,912.458.603-05,63,1960-08-10,"Lagoa Lorenzo Cardoso, 713
Vila Mantiqueira
45715397 Aragão / SP",Mato Grosso do Sul,Brasil,11039.47,Ensino Médio,3,Casado,37,Comércio
Noah da Rocha,702.845.319-79,45,1978-11-09,"Aeroporto de Lima, 49
João Alfredo
00709187 Jesus do Amparo / RS",Pará,Brasil,7665.59,Ensino Superior,0,Casado,1,Indústria
Sr. Luiz Miguel Pereira,685.371.049-57,38,1985-07-27,"Via Ribeiro, 73
Piraja
25753509 Porto de Dias / BA",Mato Grosso do Sul,Brasil,7146.25,Ensino Médio,0,Casado,9,Indústria
Davi Lucas Viana,839.024.716-03,28,1996-02-24,"Distrito Bianca da Rocha, 54
Vila Santa Monica 1ª Seção
90427790 Dias / MS",Amazonas,Brasil,4284.46,Ensino Fundamental,3,Solteiro,6,Saúde
João Campos,409.317.658-20,61,1962-07-08,"Recanto Correia, 48
Mirtes
50173797 Peixoto Paulista / SE",Rio de Janeiro,Brasil,7404.26,Ensino Fundamental,3,Solteiro,11,Tecnologia
Sr. Emanuel Nascimento,843.607.195-66,27,1996-07-24,"Vale Duarte, 315
Pindorama
61755915 das Neves Grande / AC",Tocantins,Brasil,2829.79,Ensino Fundamental,1,Solteiro,8,Educação
Sophie Barbosa,765.213.849-37,35,1989-01-03,"Viaduto de Viana
Vila Da Amizade
73520-715 Farias / MS",Sergipe,Brasil,5507.68,Ensino Fundamental,1,Divorciado,9,Saúde
Nathan da Mata,485.319.206-98,49,1975-01-05,"Vila de Melo, 914
Olhos D'água
68475-501 Pires de Goiás / RS",Ceará,Brasil,11211.49,Ensino Médio,1,Casado,8,Tecnologia
Alícia Castro,142.798.560-01,32,1991-11-01,"Quadra Pinto, 751
Vila Pilar
16067592 da Mata de Goiás / DF",Minas Gerais,Brasil,4116.22,Ensino Médio,3,Divorciado,11,Saúde
João Guilherme Alves,986.413.027-78,56,1967-05-03,"Parque Kamilly da Costa, 5
Ápia
43541091 Nogueira Paulista / ES",Espírito Santo,Brasil,7928.39,Ensino Médio,1,Casado,31,Tecnologia
Gustavo Henrique Ramos,735.192.604-25,54,1969-09-21,"Conjunto de da Rocha, 145
Vila União
19510-062 Rodrigues / SP",Rio Grande do Sul,Brasil,13475.78,Ensino Médio,1,Solteiro,25,Tecnologia
Ana Julia Dias,903.854.217-88,50,1973-12-21,"Favela Vitor Gabriel Martins, 6
Saudade
12292-156 Cardoso do Oeste / SE",Amapá,Brasil,7396.89,Ensino Superior,0,Casado,28,Indústria
Cauã Costela,836.591.204-05,50,1974-02-18,"Parque Camila da Cunha, 66
São Marcos
02369-052 Peixoto / PA",Rio Grande do Norte,Brasil,7329.29,Ensino Médio,0,Solteiro,6,Educação
Lucas Silveira,861.357.029-12,36,1988-02-23,"Largo Calebe Castro, 840
Cruzeiro
81075-400 Pinto / ES",Rio de Janeiro,Brasil,10149.08,Pós-graduação,3,Casado,1,Educação
Thiago das Neves,403.126.758-44,60,1963-08-16,"Vale de Alves, 87
Vista Alegre
55354812 Pinto das Flores / AL",Sergipe,Brasil,9254.55,Ensino Médio,1,Solteiro,12,Comércio
Bianca Duarte,269.815.304-06,18,2005-07-31,"Aeroporto Mariane Nascimento, 82
Canaa
45297368 Martins / PA",Alagoas,Brasil,4053.34,Ensino Fundamental,0,Solteiro,0,Saúde
Juliana Barros,425.697.310-99,21,2002-10-18,"Distrito Ferreira, 212
Prado
02736169 Campos das Pedras / BA",Rio de Janeiro,Brasil,4437.11,Ensino Médio,1,Casado,1,Saúde
Henrique Silveira,705.418.392-41,60,1964-02-18,"Aeroporto Igor Rezende, 541
Coração Eucarístico
04826988 das Neves das Flores / MS",Sergipe,Brasil,3264.16,Ensino Médio,2,Casado,0,Educação
Dra. Milena Viana,287.163.905-12,34,1989-08-23,"Rodovia Erick das Neves, 71
Vila Nova Cachoeirinha 1ª Seção
93317-663 Novaes / RS",Paraíba,Brasil,5931.67,Ensino Médio,1,Casado,6,Educação
Ana Laura Cavalcanti,413.679.082-13,28,1995-07-05,"Parque João Felipe Vieira, 16
Granja De Freitas
11718984 Barbosa / MT",Tocantins,Brasil,9335.66,Ensino Superior,1,Casado,5,Comércio
Rebeca Martins,532.679.814-09,25,1998-06-20,"Lagoa Davi Luiz Barbosa, 867
Marieta 3ª Seção
73427-579 da Rosa do Amparo / PA",Roraima,Brasil,5843.58,Ensino Médio,0,Solteiro,0,Educação
João Vitor da Cruz,503.814.279-60,52,1971-08-18,"Feira de Costa, 91
Glória
61893-810 Peixoto / MG",Goiás,Brasil,9350.78,Ensino Médio,3,Casado,28,Educação
Sr. Noah Vieira,387.012.469-50,45,1978-06-17,"Passarela Alana Farias, 68
Fernão Dias
20290242 Gomes do Norte / GO",Pernambuco,Brasil,10705.61,Ensino Superior,1,Casado,18,Comércio
Rafael Cavalcanti,145.392.687-91,19,2005-02-23,"Parque Letícia da Paz
Pilar
04590851 da Paz / CE",Roraima,Brasil,5433.65,Pós-graduação,0,Solteiro,0,Indústria
Mirella Gonçalves,582.194.736-73,25,1998-11-13,"Pátio Marcela Cardoso, 725
Copacabana
73865-067 da Luz / RR",Rondônia,Brasil,3063.97,Ensino Médio,1,Viúvo,0,Indústria
Ana Vitória Souza,420.975.683-00,21,2002-06-03,"Avenida Nogueira, 14
Vila Real 1ª Seção
85556107 Correia da Prata / BA",São Paulo,Brasil,4109.44,Ensino Médio,1,Casado,1,Educação
Maria Alice Lopes,472.698.053-00,29,1994-10-29,"Ladeira Cardoso, 74
Marmiteiros
51169642 Ribeiro / PA",Amazonas,Brasil,9800.89,Ensino Superior,1,Divorciado,4,Comércio
Bruna Correia,312.098.456-60,26,1997-08-31,"Recanto Noah Teixeira, 425
Vila Nova Paraíso
94894750 Barbosa / ES",Espírito Santo,Brasil,7185.13,Ensino Superior,0,Solteiro,5,Tecnologia
Dra. Isabella Silveira,689.021.573-77,56,1968-03-01,"Largo de Cardoso, 28
Andiroba
21517909 Nunes / AL",Amapá,Brasil,6658.06,Ensino Médio,0,Casado,26,Tecnologia
Clara Vieira,570.498.126-76,38,1985-12-27,"Rua de Nunes, 8
Lajedo
74599-778 Rezende da Serra / CE",Rio Grande do Norte,Brasil,6798.1,Ensino Médio,2,Solteiro,5,Educação
Maria Vitória Jesus,728.056.431-35,39,1984-09-16,"Estrada Rezende
Sagrada Família
62251-819 Aragão Alegre / CE",Pará,Brasil,3016.69,Ensino Médio,2,Casado,11,Educação
Caroline Pires,251.649.870-58,49,1974-10-09,"Favela de Freitas, 75
Alto Dos Pinheiros
27201964 Rodrigues / CE",Roraima,Brasil,4278.79,Ensino Fundamental,1,Divorciado,27,Indústria
Dr. Caio Sales,836.407.925-56,47,1976-04-13,"Viaduto Sophie da Costa, 83
Apolonia
77210970 Azevedo da Mata / BA",Maranhão,Brasil,13494.08,Ensino Superior,1,Casado,24,Tecnologia
Vitor Hugo Duarte,530.179.682-86,48,1975-07-21,"Rodovia de Rocha
Vila União
86755-712 da Cunha Paulista / MG",Santa Catarina,Brasil,5927.71,Ensino Médio,1,Casado,5,Educação
Fernando Oliveira,635.018.729-68,19,2004-04-13,"Parque Eduarda Oliveira, 23
Atila De Paiva
72596-980 da Mata / MA",Acre,Brasil,5780.82,Ensino Superior,3,Casado,1,Comércio
Calebe Santos,489.607.321-50,24,1999-07-07,"Praia Souza, 66
São Luiz
64329-219 da Costa / SP",Pernambuco,Brasil,6610.51,Pós-graduação,2,Solteiro,0,Comércio
Sr. Cauê Peixoto,713.852.940-60,25,1999-01-29,"Estrada de da Mota, 62
Jardinópolis
95004-865 da Luz / TO",Santa Catarina,Brasil,4038.23,Ensino Médio,2,Solteiro,0,Saúde
Isadora Monteiro,297.814.536-64,30,1993-12-09,"Núcleo Ribeiro, 562
Diamante
49341-534 das Neves / DF",Pernambuco,Brasil,2587.13,Ensino Fundamental,3,Divorciado,3,Indústria
Igor Moraes,417.263.850-35,36,1987-07-26,"Rodovia de Barbosa, 845
Santo André
29033-576 Carvalho de Teixeira / RJ",Tocantins,Brasil,10128.51,Ensino Superior,0,Solteiro,11,Indústria
Emilly Fernandes,178.256.309-12,19,2005-01-20,"Rua de Cardoso, 38
Vila Sesc
05499934 Porto / AC",Acre,Brasil,2637.98,Ensino Médio,0,Casado,1,Comércio
Dra. Vitória Azevedo,509.672.831-59,41,1982-08-01,"Lago da Cunha, 77
São João
17169678 Souza / AC",Espírito Santo,Brasil,8163.69,Ensino Médio,0,Casado,21,Educação
Samuel Rocha,524.618.930-98,62,1961-11-06,"Avenida de Costela, 67
Marilandia
27147922 da Luz / SP",Rio Grande do Sul,Brasil,8904.81,Ensino Superior,0,Solteiro,5,Comércio
Emilly da Conceição,215.037.684-90,62,1961-06-27,"Parque Marcos Vinicius Almeida, 26
Vila Engenho Nogueira
22792088 Azevedo / SP",Rondônia,Brasil,13623.27,Ensino Médio,0,Solteiro,25,Saúde
Ana Sophia Vieira,215.047.983-41,38,1985-08-21,"Vereda Caldeira, 16
Delta
70500951 Vieira / RR",Ceará,Brasil,7226.6,Ensino Superior,0,Casado,13,Educação
Júlia Moraes,475.120.396-70,18,2005-12-09,"Distrito de Freitas, 73
Vila Santa Monica 2ª Seção
18721412 Barbosa do Campo / AP",Piauí,Brasil,4671.19,Ensino Médio,1,Casado,0,Comércio
Danilo Rodrigues,968.204.513-42,40,1984-02-22,"Rodovia Cauã Almeida, 85
Calafate
72667159 Alves / SC",Alagoas,Brasil,3570.03,Ensino Médio,0,Solteiro,9,Educação
Augusto Pereira,168.370.542-44,33,1990-06-28,"Distrito de Jesus, 86
Vila Puc
26520-717 da Cruz de das Neves / PI",Rondônia,Brasil,11799.05,Ensino Superior,1,Viúvo,9,Saúde
Theo Martins,237.098.145-88,58,1965-10-23,"Viela Porto, 83
Vila São Gabriel Jacui
43836-532 Moura do Campo / RS",Mato Grosso do Sul,Brasil,3893.21,Ensino Médio,0,Casado,1,Indústria
Maria Luiza Dias,513.497.802-60,44,1979-09-13,"Fazenda de Azevedo, 873
Lajedo
31920407 Barbosa do Campo / PR",Pará,Brasil,2736.04,Ensino Fundamental,2,Solteiro,6,Indústria
João Guilherme Silva,623.480.971-50,26,1997-07-03,"Colônia de Ribeiro
Novo Santa Cecilia
99890-142 Ramos de Santos / SE",Rio Grande do Norte,Brasil,5719.53,Ensino Superior,1,Solteiro,7,Saúde
Alícia Ribeiro,174.523.680-53,31,1993-01-14,"Aeroporto das Neves, 72
Vila Califórnia
76403030 Almeida de Rocha / MA",Bahia,Brasil,6674.33,Ensino Médio,2,Casado,5,Educação
Fernando Vieira,436.182.507-62,38,1985-06-11,"Viaduto Levi Peixoto, 26
Vila Nova Cachoeirinha 2ª Seção
85014736 Gonçalves de Rocha / SP",Santa Catarina,Brasil,9092.15,Ensino Médio,2,Casado,10,Saúde
Alícia Porto,802.357.641-08,27,1996-06-02,"Via Ana Laura Azevedo, 92
Alto Barroca
75421694 da Mata da Prata / RO",Mato Grosso do Sul,Brasil,9322.1,Ensino Superior,1,Solteiro,1,Indústria
Sra. Larissa Rezende,390.726.584-00,26,1997-07-12,"Trecho Sophie da Rosa
Nazare
19384254 Alves da Serra / MG",Rio Grande do Norte,Brasil,5393.24,Ensino Médio,0,Casado,1,Indústria
Lorena Santos,620.893.751-59,21,2002-05-13,"Vila Vitor Hugo Carvalho, 83
União
88391-704 Silva / MS",Santa Catarina,Brasil,3920.8,Ensino Médio,0,Solteiro,0,Educação
Stephany da Mata,932.480.571-14,38,1985-10-31,"Vereda Moraes, 7
Vila Esplanada
64578604 Freitas / RO",Bahia,Brasil,5173.09,Ensino Superior,0,Casado,12,Indústria
Isabel Nunes,360.758.942-92,23,2000-05-12,"Trevo Júlia Barros
Vila Petropolis
86109720 Souza / DF",Distrito Federal,Brasil,7653.07,Ensino Médio,3,Solteiro,1,Tecnologia
Sr. João Guilherme da Conceição,158.397.042-88,57,1967-04-10,"Via de Almeida, 38
Maria Virgínia
82765-667 Fernandes da Prata / PE",Pará,Brasil,11052.02,Ensino Médio,0,Casado,35,Tecnologia
Theo Cardoso,310.496.257-06,30,1993-06-22,"Residencial Anthony Duarte, 50
Vila Oeste
87651-620 da Luz da Serra / MA",Pará,Brasil,7891.22,Ensino Médio,1,Solteiro,11,Indústria
Thiago Azevedo,417.380.295-14,33,1990-05-31,"Distrito Luiz Felipe Gonçalves, 4
São Jorge 3ª Seção
16327781 Araújo de Cavalcanti / MA",Paraíba,Brasil,8806.17,Ensino Médio,0,Solteiro,12,Tecnologia
Bianca Fernandes,256.194.738-64,24,1999-09-19,"Favela das Neves, 95
Aarão Reis
38841-090 Aragão das Flores / ES",Rio Grande do Sul,Brasil,4605.64,Ensino Superior,0,Casado,2,Saúde
Vicente Farias,258.496.710-30,39,1985-03-10,"Fazenda Noah Fogaça, 13
Vila São Rafael
68815-576 Cardoso do Campo / MT",Espírito Santo,Brasil,7526.52,Ensino Médio,1,Casado,20,Comércio
Manuela Santos,839.125.047-41,83,1940-04-28,"Setor de Fogaça, 84
Alto Vera Cruz
06399565 das Neves / RO",Distrito Federal,Brasil,4444.77,Ensino Médio,0,Solteiro,24,Indústria
Fernanda da Luz,209.467.318-96,24,1999-08-16,"Aeroporto Ana Carolina Vieira, 687
Vila Nova Gameleira 1ª Seção
93812807 Martins / AL",Paraná,Brasil,7270.43,Ensino Superior,1,Casado,0,Tecnologia
Srta. Ana Luiza Peixoto,561.042.789-49,64,1959-08-19,"Vila Correia, 2
Capitão Eduardo
14627082 Carvalho / TO",Paraná,Brasil,4333.87,Ensino Fundamental,1,Solteiro,35,Comércio
Eduardo Novaes,591.460.738-84,39,1984-11-04,"Núcleo Nicole Cardoso, 5
Castanheira
26473-319 Silva / RO",Maranhão,Brasil,6879.15,Ensino Médio,1,Casado,12,Tecnologia
Matheus Ramos,087.492.536-38,26,1997-12-11,"Lago de da Conceição, 67
Piratininga
61268669 Campos Paulista / SP",Paraíba,Brasil,4980.9,Ensino Superior,0,Casado,2,Indústria
Murilo Ramos,681.250.749-02,43,1980-08-27,"Sítio Moraes, 7
Belmonte
66994-602 Jesus do Amparo / DF",Paraíba,Brasil,6938.51,Ensino Superior,0,Casado,20,Comércio
Guilherme Jesus,987.610.234-69,47,1977-03-04,"Morro Rafael Sales, 49
Vila Nova Cachoeirinha 2ª Seção
66485874 Moraes do Norte / PA",Amazonas,Brasil,7670.19,Ensino Médio,1,Solteiro,7,Educação
Dr. Luigi Dias,407.358.196-10,19,2005-02-03,"Pátio de Moura
Conjunto Serra Verde
20423-356 Oliveira / BA",Roraima,Brasil,7402.86,Ensino Superior,3,Casado,0,Comércio
Srta. Laura Moreira,175.839.640-75,38,1985-06-08,"Viaduto Ana Laura da Cunha, 85
Nova Suíça
71851-375 Mendes / PE",Piauí,Brasil,3518.99,Ensino Médio,2,Casado,5,Educação
Dra. Alícia Silva,704.965.138-93,45,1978-08-31,"Jardim Farias, 24
Alípio De Melo
83787-680 Gomes do Amparo / SE",Piauí,Brasil,12260.37,Ensino Médio,0,Solteiro,22,Tecnologia
Lorena Moreira,470.156.832-53,28,1996-02-02,"Estação de Caldeira, 29
Guaratã
90543386 Silva / RJ",Roraima,Brasil,6227.27,Ensino Superior,0,Casado,6,Tecnologia
Raquel Caldeira,675.910.843-48,26,1997-04-18,"Parque Lima, 52
Cenaculo
77677984 Caldeira / PA",Paraíba,Brasil,2809.06,Ensino Médio,0,Casado,0,Saúde
Caroline Gomes,685.792.430-92,47,1976-11-07,"Conjunto Leandro da Costa, 115
Senhor Dos Passos
94420-235 Fernandes / ES",Goiás,Brasil,4704.76,Ensino Fundamental,5,Casado,11,Indústria
Nathan Pereira,376.845.019-84,20,2003-05-26,"Núcleo Noah Nascimento, 94
Jardim Felicidade
01631063 da Conceição das Pedras / TO",Amazonas,Brasil,8233.8,Ensino Superior,0,Casado,1,Indústria
Vitor Gabriel das Neves,360.179.824-78,31,1992-11-05,"Trecho de da Mota
Salgado Filho
66560-442 Alves de Goiás / RJ",Rio Grande do Norte,Brasil,7840.57,Ensino Médio,4,Solteiro,2,Saúde
Ana Carolina da Rosa,132.794.865-64,30,1993-07-04,"Trevo de Viana, 539
Conjunto São Francisco De Assis
47360-882 Costa de Goiás / AC",Piauí,Brasil,8850.28,Ensino Médio,1,Casado,12,Indústria
Vitor Gabriel Costela,618.029.347-31,33,1990-06-04,"Lagoa Sophie da Mata, 36
Laranjeiras
73060860 Castro do Campo / TO",Rio Grande do Sul,Brasil,6108.62,Ensino Médio,2,Casado,1,Tecnologia
Sr. Francisco Alves,916.235.408-60,24,1999-06-19,"Alameda Sophia Novaes, 456
João Pinheiro
99892805 da Costa de Martins / DF",Ceará,Brasil,4339.39,Ensino Médio,3,Casado,5,Educação
Pedro Lucas Araújo,392.176.845-46,28,1995-07-15,"Campo Ferreira, 965
Vila Cloris
67077-569 Gomes / RN",Alagoas,Brasil,4888.37,Ensino Médio,1,Casado,5,Indústria
Júlia Castro,562.149.730-99,53,1970-11-25,"Avenida de Peixoto, 11
Vila Boa Vista
03166829 Pires / AL",Acre,Brasil,10229.19,Ensino Médio,1,Casado,14,Saúde
Ana Vitória Ramos,538.469.120-42,58,1965-10-23,"Conjunto Costa, 7
Mangueiras
64127-937 Nascimento de Minas / RJ",Rondônia,Brasil,10785.13,Ensino Superior,3,Casado,26,Indústria
Fernanda Peixoto,730.498.265-92,56,1968-02-10,"Aeroporto Ana Carolina Lopes
Vale Do Jatoba
80456-701 Castro do Sul / PR",Paraíba,Brasil,13196.66,Ensino Médio,2,Solteiro,24,Saúde
Luana Pires,678.542.931-55,26,1997-04-14,"Trevo Bernardo Nogueira, 10
Lourdes
24293-549 Moura / MT",Sergipe,Brasil,7085.09,Ensino Médio,1,Casado,4,Tecnologia
Fernando Ramos,126.843.570-80,21,2002-06-22,"Núcleo Souza, 2
Serrano
36167-913 Barros / RO",Maranhão,Brasil,3541.28,Ensino Médio,0,Divorciado,2,Educação
Vicente Freitas,428.069.573-38,21,2002-09-07,"Fazenda Azevedo, 845
Vista Alegre
10628439 Caldeira do Oeste / MA",Rio Grande do Sul,Brasil,3206.67,Ensino Médio,0,Divorciado,2,Comércio
Bruna Lima,147.560.283-90,36,1988-03-05,"Largo Ribeiro, 849
Planalto
53269-317 Monteiro / BA",Piauí,Brasil,5640.01,Ensino Médio,0,Casado,14,Educação
Francisco da Conceição,752.149.380-04,88,1935-05-16,"Vale de Dias, 80
Palmares
27111661 Pinto / PE",Paraíba,Brasil,4153.43,Ensino Médio,2,Casado,38,Educação
Lara Barros,347.052.861-62,27,1996-08-17,"Travessa Gabriela da Luz, 7
Beira Linha
12230329 da Mota / PI",Rio de Janeiro,Brasil,5314.56,Pós-graduação,3,Solteiro,9,Educação
Evelyn Nunes,860.291.753-86,60,1963-04-13,"Largo Emanuella Aragão, 67
Vila União
34538457 Moraes / BA",Goiás,Brasil,9251.99,Ensino Superior,0,Divorciado,12,Educação
João Vitor Pinto,910.526.834-60,20,2004-03-29,"Residencial Ana Beatriz Vieira, 400
Vila Independencia 3ª Seção
39464669 Lopes / CE",Pará,Brasil,5011.15,Ensino Médio,1,Divorciado,1,Educação
Emanuella Barbosa,514.302.897-32,57,1966-10-11,"Pátio Silveira, 60
Mangabeiras
55559613 da Cruz / SP",Piauí,Brasil,2268.99,Ensino Fundamental,0,Casado,4,Indústria
Ana Júlia Gomes,159.802.764-67,37,1986-05-18,"Trevo Lopes, 8
São Marcos
49989-930 Duarte / RJ",Maranhão,Brasil,11934.9,Ensino Superior,1,Solteiro,4,Saúde
Laura Cardoso,257.413.069-34,20,2004-02-12,"Alameda Cardoso, 236
Antonio Ribeiro De Abreu 1ª Seção
59706-219 Ferreira / AM",Mato Grosso,Brasil,7013.49,Ensino Médio,0,Casado,1,Saúde
Sr. Anthony Vieira,589.021.634-15,22,2001-09-19,"Esplanada Olivia Rezende, 11
Barreiro
97419862 Ribeiro de Lima / AC",Acre,Brasil,5828.59,Ensino Médio,0,Casado,1,Saúde
Camila Almeida,584.713.026-08,23,2000-06-04,"Praia da Rosa, 289
Santa Maria
49980628 Melo do Oeste / RR",Amapá,Brasil,7998.11,Ensino Médio,1,Solteiro,4,Tecnologia
Dra. Clara Moraes,351.284.976-82,27,1997-02-16,"Trevo de Novaes, 63
Unidas
86133018 Porto da Mata / PA",Espírito Santo,Brasil,3198.85,Ensino Médio,2,Viúvo,0,Educação
Mariane Rezende,561.924.073-80,27,1996-08-16,"Fazenda da Paz, 2
Confisco
61276712 Vieira do Sul / AM",Paraíba,Brasil,5790.96,Ensino Médio,0,Casado,3,Saúde
Agatha Peixoto,964.730.128-69,21,2002-05-31,"Estrada Aragão, 13
Leticia
71516772 Pereira de Viana / PA",Rio Grande do Sul,Brasil,6460.48,Ensino Médio,0,Casado,1,Saúde
